Sample	Assembler	Length_ratio
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9069
NCTC13251	HGAP	99.9067
NCTC13251	HGAP	99.7199
NCTC13251	HGAP	99.7188
NCTC13251	HGAP	99.9062
NCTC13251	HGAP	99.8126
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9053
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9052
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.001
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9064
NCTC13251	HGAP	99.9058
NCTC13251	HGAP	99.9054
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.8122
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.8119
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.812
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9058
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9061
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.8119
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9061
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9057
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9059
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9052
NCTC13251	HGAP	100.279
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9066
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9051
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.187
NCTC13251	HGAP	100.093
NCTC13251	HGAP	100.093
NCTC13251	HGAP	100.37
NCTC13251	HGAP	99.7183
NCTC13251	HGAP	99.9064
NCTC13251	HGAP	100
NCTC13251	HGAP	99.906
NCTC13251	HGAP	99.8127
NCTC13251	HGAP	100
NCTC13251	HGAP	100.093
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.7207
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9059
NCTC13251	HGAP	100
NCTC13251	HGAP	99.906
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	99.906
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.188
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.187
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9055
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.906
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9061
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9057
NCTC13251	HGAP	100.094
NCTC13251	HGAP	99.9068
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	99.906
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9056
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.282
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.188
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.279
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	99.9065
NCTC13251	HGAP	100
NCTC13251	HGAP	100.093
NCTC13251	HGAP	100
NCTC13251	HGAP	99.7183
NCTC13251	HGAP	99.9051
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9053
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.6269
NCTC13251	HGAP	99.8115
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	99.812
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9053
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.187
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	99.8115
NCTC13251	HGAP	99.9049
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.093
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	99.9052
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.095
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100.094
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
NCTC13251	HGAP	100
